country,score,gdp_per_capita,social_support,health_life_expectancy,freedom,trust_government_corruption,generosity,region_Australia and New Zealand,region_Central and Eastern Europe,region_Eastern Asia,region_Latin America and Caribbean,region_Middle East and Northern Africa,region_North America,region_Southeastern Asia,region_Southern Asia,region_Sub-Saharan Africa,region_Western Europe,region_Western Europre,year_2015,year_2016,year_2017,year_2018,year_2019
Bhutan,5.082,0.796,1.335,0.527,0.541,0.171,0.364,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Somalia,4.982,0.0,0.712,0.115,0.674,0.282,0.238,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
Cameroon,4.975,0.535,0.891,0.182,0.454,0.043,0.183,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
Bulgaria,4.933,1.054,1.515,0.712,0.359,0.009,0.064,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Nepal,4.88,0.425,1.228,0.539,0.526,0.078,0.302,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Venezuela,4.806,0.996,1.469,0.657,0.133,0.052,0.056,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Gabon,4.758,1.036,1.164,0.404,0.356,0.052,0.032,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
Palestinian Territories,4.743,0.642,1.217,0.602,0.266,0.076,0.086,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
South Africa,4.724,0.94,1.41,0.33,0.516,0.056,0.103,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
Iran,4.707,1.059,0.771,0.691,0.459,0.129,0.282,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Ivory Coast,4.671,0.541,0.872,0.08,0.467,0.103,0.146,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
Ghana,4.657,0.592,0.896,0.337,0.499,0.029,0.212,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
Senegal,4.631,0.429,1.117,0.433,0.406,0.082,0.138,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
Laos,4.623,0.72,1.034,0.441,0.626,0.174,0.23,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
Tunisia,4.592,0.9,0.906,0.69,0.271,0.063,0.04,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Albania,4.586,0.916,0.817,0.79,0.419,0.032,0.149,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Sierra Leone,4.571,0.256,0.813,0.0,0.355,0.053,0.238,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
Congo (Brazzaville),4.559,0.682,0.811,0.343,0.514,0.077,0.091,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
Bangladesh,4.5,0.532,0.85,0.579,0.58,0.144,0.153,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Sri Lanka,4.471,0.918,1.314,0.672,0.585,0.05,0.307,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Iraq,4.456,1.01,0.971,0.536,0.304,0.095,0.148,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Mali,4.447,0.37,1.233,0.152,0.367,0.056,0.139,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
Namibia,4.441,0.874,1.281,0.365,0.519,0.064,0.051,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
Cambodia,4.433,0.549,1.088,0.457,0.696,0.065,0.256,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
Burkina Faso,4.424,0.314,1.097,0.254,0.312,0.128,0.175,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
Egypt,4.419,0.885,1.025,0.553,0.312,0.107,0.092,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Mozambique,4.417,0.198,0.902,0.173,0.531,0.158,0.206,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
Kenya,4.41,0.493,1.048,0.454,0.504,0.055,0.352,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
Zambia,4.377,0.562,1.047,0.295,0.503,0.082,0.221,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
Mauritania,4.356,0.557,1.245,0.292,0.129,0.093,0.134,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
Ethiopia,4.35,0.308,0.95,0.391,0.452,0.146,0.22,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
Georgia,4.34,0.853,0.592,0.643,0.375,0.215,0.038,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Armenia,4.321,0.816,0.99,0.666,0.26,0.028,0.077,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Myanmar,4.308,0.682,1.174,0.429,0.58,0.178,0.598,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
Chad,4.301,0.358,0.907,0.053,0.189,0.06,0.181,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
Congo (Kinshasa),4.245,0.069,1.136,0.204,0.312,0.052,0.197,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
India,4.19,0.721,0.747,0.485,0.539,0.093,0.172,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Niger,4.166,0.131,0.867,0.221,0.39,0.099,0.175,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
Uganda,4.161,0.322,1.09,0.237,0.45,0.061,0.259,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
Benin,4.141,0.378,0.372,0.24,0.44,0.067,0.163,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
Sudan,4.139,0.605,1.24,0.312,0.016,0.082,0.134,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
Ukraine,4.103,0.793,1.413,0.609,0.163,0.011,0.187,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Togo,3.999,0.259,0.474,0.253,0.434,0.101,0.158,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
Guinea,3.964,0.344,0.792,0.211,0.394,0.094,0.185,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
Lesotho,3.808,0.472,1.215,0.079,0.423,0.112,0.116,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
Angola,3.795,0.73,1.125,0.269,0.0,0.061,0.079,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
Madagascar,3.774,0.262,0.908,0.402,0.221,0.049,0.155,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
Zimbabwe,3.692,0.357,1.094,0.248,0.406,0.099,0.132,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
Afghanistan,3.632,0.332,0.537,0.255,0.085,0.036,0.191,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Botswana,3.59,1.017,1.174,0.417,0.557,0.092,0.042,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
Malawi,3.587,0.186,0.541,0.306,0.531,0.08,0.21,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
Haiti,3.582,0.315,0.714,0.289,0.025,0.104,0.392,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Liberia,3.495,0.076,0.858,0.267,0.419,0.03,0.206,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
Syria,3.462,0.689,0.382,0.539,0.088,0.144,0.376,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Rwanda,3.408,0.332,0.896,0.4,0.636,0.444,0.2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
Yemen,3.355,0.442,1.073,0.343,0.244,0.064,0.083,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Tanzania,3.303,0.455,0.991,0.381,0.481,0.097,0.27,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
South Sudan,3.254,0.337,0.608,0.177,0.112,0.106,0.224,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
Central African Republic,3.083,0.024,0.0,0.01,0.305,0.038,0.218,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
Burundi,2.905,0.091,0.627,0.145,0.065,0.076,0.149,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
Finland,7.769,1.34,1.587,0.986,0.596,0.393,0.153,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
Denmark,7.6,1.383,1.573,0.996,0.592,0.41,0.252,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
Norway,7.554,1.488,1.582,1.028,0.603,0.341,0.271,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
Iceland,7.494,1.38,1.624,1.026,0.591,0.118,0.354,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
Netherlands,7.488,1.396,1.522,0.999,0.557,0.298,0.322,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
Switzerland,7.48,1.452,1.526,1.052,0.572,0.343,0.263,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
Sweden,7.343,1.387,1.487,1.009,0.574,0.373,0.267,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
New Zealand,7.307,1.303,1.557,1.026,0.585,0.38,0.33,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Canada,7.278,1.365,1.505,1.039,0.584,0.308,0.285,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
Austria,7.246,1.376,1.475,1.016,0.532,0.226,0.244,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
Australia,7.228,1.372,1.548,1.036,0.557,0.29,0.332,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Costa Rica,7.167,1.034,1.441,0.963,0.558,0.093,0.144,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
Israel,7.139,1.276,1.455,1.029,0.371,0.082,0.261,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
Luxembourg,7.09,1.609,1.479,1.012,0.526,0.316,0.194,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
United Kingdom,7.054,1.333,1.538,0.996,0.45,0.278,0.348,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
Ireland,7.021,1.499,1.553,0.999,0.516,0.31,0.298,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
Germany,6.985,1.373,1.454,0.987,0.495,0.265,0.261,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
Belgium,6.923,1.356,1.504,0.986,0.473,0.21,0.16,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
United States,6.892,1.433,1.457,0.874,0.454,0.128,0.28,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
Czech Republic,6.852,1.269,1.487,0.92,0.457,0.036,0.046,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
United Arab Emirates,6.825,1.503,1.31,0.825,0.598,0.182,0.262,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
Malta,6.726,1.3,1.52,0.999,0.564,0.151,0.375,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
Mexico,6.595,1.07,1.323,0.861,0.433,0.073,0.074,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
France,6.592,1.324,1.472,1.045,0.436,0.183,0.111,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
Taiwan,6.446,1.368,1.43,0.914,0.351,0.097,0.242,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Chile,6.444,1.159,1.369,0.92,0.357,0.056,0.187,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
Guatemala,6.436,0.8,1.269,0.746,0.535,0.078,0.175,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
Saudi Arabia,6.375,1.403,1.357,0.795,0.439,0.132,0.08,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
Qatar,6.374,1.684,1.313,0.871,0.555,0.167,0.22,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
Spain,6.354,1.286,1.484,1.062,0.362,0.079,0.153,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
Panama,6.321,1.149,1.442,0.91,0.516,0.054,0.109,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
Brazil,6.3,1.004,1.439,0.802,0.39,0.086,0.099,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
Uruguay,6.293,1.124,1.465,0.891,0.523,0.15,0.127,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
Singapore,6.262,1.572,1.463,1.141,0.556,0.453,0.271,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
El Salvador,6.253,0.794,1.242,0.789,0.43,0.074,0.093,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
Italy,6.223,1.294,1.488,1.039,0.231,0.03,0.158,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
Bahrain,6.199,1.362,1.368,0.871,0.536,0.11,0.255,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
Slovakia,6.198,1.246,1.504,0.881,0.334,0.014,0.121,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Trinidad and Tobago,6.192,1.231,1.477,0.713,0.489,0.016,0.185,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
Poland,6.182,1.206,1.438,0.884,0.483,0.05,0.117,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Uzbekistan,6.174,0.745,1.529,0.756,0.631,0.24,0.322,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Lithuania,6.149,1.238,1.515,0.818,0.291,0.042,0.043,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Colombia,6.125,0.985,1.41,0.841,0.47,0.034,0.099,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
Slovenia,6.118,1.258,1.523,0.953,0.564,0.057,0.144,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Nicaragua,6.105,0.694,1.325,0.835,0.435,0.127,0.2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
Kosovo,6.1,0.882,1.232,0.758,0.489,0.006,0.262,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Argentina,6.086,1.092,1.432,0.881,0.471,0.05,0.066,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
Romania,6.07,1.162,1.232,0.825,0.462,0.005,0.083,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Cyprus,6.046,1.263,1.223,1.042,0.406,0.041,0.19,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
Ecuador,6.028,0.912,1.312,0.868,0.498,0.087,0.126,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
Kuwait,6.021,1.5,1.319,0.808,0.493,0.097,0.142,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
Thailand,6.008,1.05,1.409,0.828,0.557,0.028,0.359,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
Latvia,5.94,1.187,1.465,0.812,0.264,0.064,0.075,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
South Korea,5.895,1.301,1.219,1.036,0.159,0.056,0.175,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Estonia,5.893,1.237,1.528,0.874,0.495,0.161,0.103,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Jamaica,5.89,0.831,1.478,0.831,0.49,0.028,0.107,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
Mauritius,5.888,1.12,1.402,0.798,0.498,0.06,0.215,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
Japan,5.886,1.327,1.419,1.088,0.445,0.14,0.069,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Honduras,5.86,0.642,1.236,0.828,0.507,0.078,0.246,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
Kazakhstan,5.809,1.173,1.508,0.729,0.41,0.096,0.146,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Bolivia,5.779,0.776,1.209,0.706,0.511,0.064,0.137,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
Hungary,5.758,1.201,1.41,0.828,0.199,0.02,0.081,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Paraguay,5.743,0.855,1.475,0.777,0.514,0.08,0.184,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
Northern Cyprus,5.718,1.263,1.252,1.042,0.417,0.162,0.191,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
Peru,5.697,0.96,1.274,0.854,0.455,0.027,0.083,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
Portugal,5.693,1.221,1.431,0.999,0.508,0.025,0.047,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
Pakistan,5.653,0.677,0.886,0.535,0.313,0.098,0.22,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
Russia,5.648,1.183,1.452,0.726,0.334,0.031,0.082,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Philippines,5.631,0.807,1.293,0.657,0.558,0.107,0.117,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
Serbia,5.603,1.004,1.383,0.854,0.282,0.039,0.137,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Moldova,5.529,0.685,1.328,0.739,0.245,0.0,0.181,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Libya,5.525,1.044,1.303,0.673,0.416,0.152,0.133,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
Montenegro,5.523,1.051,1.361,0.871,0.197,0.08,0.142,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Tajikistan,5.467,0.493,1.098,0.718,0.389,0.144,0.23,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Croatia,5.432,1.155,1.266,0.914,0.296,0.022,0.119,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Hong Kong,5.43,1.438,1.277,1.122,0.44,0.287,0.258,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Dominican Republic,5.425,1.015,1.401,0.779,0.497,0.101,0.113,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
Bosnia and Herzegovina,5.386,0.945,1.212,0.845,0.212,0.006,0.263,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Turkey,5.373,1.183,1.36,0.808,0.195,0.106,0.083,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
Malaysia,5.339,1.221,1.171,0.828,0.508,0.024,0.26,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
Belarus,5.323,1.067,1.465,0.789,0.235,0.142,0.094,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Greece,5.287,1.181,1.156,0.999,0.067,0.034,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
Mongolia,5.285,0.948,1.531,0.667,0.317,0.038,0.235,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
North Macedonia,5.274,0.983,1.294,0.838,0.345,0.034,0.185,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Nigeria,5.265,0.696,1.111,0.245,0.426,0.041,0.215,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
Kyrgyzstan,5.261,0.551,1.438,0.723,0.508,0.023,0.3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Turkmenistan,5.247,1.052,1.538,0.657,0.394,0.028,0.244,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Algeria,5.211,1.002,1.16,0.785,0.086,0.114,0.073,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
Morocco,5.208,0.801,0.782,0.782,0.418,0.076,0.036,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
Azerbaijan,5.208,1.043,1.147,0.769,0.351,0.182,0.035,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Lebanon,5.197,0.987,1.224,0.815,0.216,0.027,0.166,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
Indonesia,5.192,0.931,1.203,0.66,0.491,0.028,0.498,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
China,5.191,1.029,1.125,0.893,0.521,0.1,0.058,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Vietnam,5.175,0.741,1.346,0.851,0.543,0.073,0.147,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
Bhutan,5.082,0.813,1.321,0.604,0.457,0.167,0.37,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
Cameroon,5.044,0.549,0.91,0.331,0.381,0.037,0.187,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
Bulgaria,5.011,1.092,1.513,0.815,0.311,0.004,0.081,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Ghana,4.996,0.611,0.868,0.486,0.381,0.04,0.245,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
Ivory Coast,4.944,0.569,0.808,0.232,0.352,0.09,0.154,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
Nepal,4.913,0.446,1.226,0.677,0.439,0.089,0.285,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
Jordan,4.906,0.837,1.225,0.815,0.383,0.13,0.11,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
Benin,4.883,0.393,0.437,0.397,0.349,0.082,0.175,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
Congo (Brazzaville),4.812,0.673,0.799,0.508,0.372,0.093,0.105,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
Gabon,4.799,1.057,1.183,0.571,0.295,0.055,0.043,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
Laos,4.796,0.764,1.03,0.551,0.547,0.164,0.266,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
South Africa,4.722,0.96,1.351,0.469,0.389,0.055,0.13,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
Albania,4.719,0.947,0.848,0.874,0.383,0.027,0.178,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Venezuela,4.707,0.96,1.427,0.805,0.154,0.047,0.064,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
Cambodia,4.7,0.574,1.122,0.637,0.609,0.062,0.232,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
Palestinian Territories,4.696,0.657,1.247,0.672,0.225,0.066,0.103,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
Senegal,4.681,0.45,1.134,0.571,0.292,0.072,0.153,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
Somalia,4.668,0.0,0.698,0.268,0.559,0.27,0.243,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
Namibia,4.639,0.879,1.313,0.477,0.401,0.056,0.07,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
Niger,4.628,0.138,0.774,0.366,0.318,0.102,0.188,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
Burkina Faso,4.587,0.331,1.056,0.38,0.255,0.113,0.177,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
Armenia,4.559,0.85,1.055,0.815,0.283,0.064,0.095,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Iran,4.548,1.1,0.842,0.785,0.305,0.125,0.27,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
Guinea,4.534,0.38,0.829,0.375,0.332,0.086,0.207,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
Georgia,4.519,0.886,0.666,0.752,0.346,0.164,0.043,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Gambia,4.516,0.308,0.939,0.428,0.382,0.167,0.269,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
Kenya,4.509,0.512,0.983,0.581,0.431,0.053,0.372,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
Mauritania,4.49,0.57,1.167,0.489,0.066,0.088,0.106,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
Mozambique,4.466,0.204,0.986,0.39,0.494,0.138,0.197,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
Tunisia,4.461,0.921,1.0,0.815,0.167,0.055,0.059,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
Bangladesh,4.456,0.562,0.928,0.723,0.527,0.143,0.166,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
Iraq,4.437,1.043,0.98,0.574,0.241,0.089,0.148,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
Congo (Kinshasa),4.418,0.094,1.125,0.357,0.269,0.053,0.212,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
Mali,4.39,0.385,1.105,0.308,0.327,0.052,0.153,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
Sierra Leone,4.374,0.268,0.841,0.242,0.309,0.045,0.252,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
Sri Lanka,4.366,0.949,1.265,0.831,0.47,0.047,0.244,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
Myanmar,4.36,0.71,1.181,0.555,0.525,0.172,0.566,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
Chad,4.35,0.35,0.766,0.192,0.174,0.078,0.198,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
Ukraine,4.332,0.82,1.39,0.739,0.178,0.01,0.187,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Ethiopia,4.286,0.336,1.033,0.532,0.344,0.1,0.209,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
Swaziland,4.212,0.811,1.149,0.0,0.313,0.135,0.074,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
Uganda,4.189,0.332,1.069,0.443,0.356,0.06,0.252,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
Egypt,4.166,0.913,1.039,0.644,0.241,0.067,0.076,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
Zambia,4.107,0.578,1.058,0.426,0.431,0.087,0.247,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
Togo,4.085,0.275,0.572,0.41,0.293,0.085,0.177,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
India,4.015,0.755,0.765,0.588,0.498,0.085,0.2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
Liberia,3.975,0.073,0.922,0.443,0.37,0.033,0.233,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
Comoros,3.973,0.274,0.757,0.505,0.142,0.078,0.275,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
Madagascar,3.933,0.274,0.916,0.555,0.148,0.041,0.169,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
Lesotho,3.802,0.489,1.169,0.168,0.359,0.093,0.107,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
Burundi,3.775,0.046,0.447,0.38,0.22,0.18,0.176,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
Zimbabwe,3.663,0.366,1.114,0.433,0.361,0.089,0.151,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
Haiti,3.597,0.323,0.688,0.449,0.026,0.11,0.419,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
Botswana,3.488,1.041,1.145,0.538,0.455,0.1,0.025,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
Syria,3.462,0.619,0.378,0.44,0.013,0.141,0.331,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
Malawi,3.41,0.191,0.56,0.495,0.443,0.089,0.218,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
